company,year,metric,value,source,comments,answer_url,item_url
Aldi Nord,2020,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:34:13 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:28 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Aldi_Nord.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Aldi_Nord+2020.json
Next PLC,2020,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"https://www.nextplc.co.uk/~/media/Files/N/Next-PLC-V2/documents/corporate-responsibility/focus-2018/focus-4-partnership-engagement-collaboration-and-community.pdf Laureen van Breen[https://wikirate.org/Laureen_van_Breen].....2020-04-10 18:39:36 UTC says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. https://www.nextplc.co.uk/~/media/Files/N/Next-PLC-V2/documents/corporate-responsibility/focus-2018/focus-4-partnership-engagement-collaboration-and-community.pdf Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-17 14:36:06 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:30 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Next_PLC.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Next_PLC+2020.json
Kesko Corporation,2020,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:35:19 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:22 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Kesko_Corporation.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Kesko_Corporation+2020.json
Fast Retailing,2020,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:36:33 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:20 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Fast_Retailing.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Fast_Retailing+2020.json
Sainsbury's,2020,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:36:09 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:21 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Sainsbury_s.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Sainsbury_s+2020.json
PVH,2020,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"https://www.pvh.com/responsibility/policy/Living- Wage-Strategy Laureen van Breen[https://wikirate.org/Laureen_van_Breen].....2020-04-10 18:39:39 UTC says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. https://www.pvh.com/responsibility/policy/Living- Wage-Strategy Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:36:28 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:30 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+PVH.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+PVH+2020.json
Fruit of the Loom,2020,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:34:59 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:20 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Fruit_of_the_Loom.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Fruit_of_the_Loom+2020.json
Under Armour,2020,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,https://www.fairlabor.org/sites/default/files/fair_compensation_work_plan_feb_2015.pdf Laureen van Breen[https://wikirate.org/Laureen_van_Breen].....2020-04-10 18:39:42 UTC has no public plan describing how to improve wages for workers across its supplier network. https://www.fairlabor.org/sites/default/files/fair_compensation_work_plan_feb_2015.pdf Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:36:31 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:21 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Under_Armour.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Under_Armour+2020.json
Asics Corporation,2020,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:34:21 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:26 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Asics_Corporation.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Asics_Corporation+2020.json
Stockmann Oyj Abp,2020,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:36:18 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:23 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Stockmann_Oyj_Abp.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Stockmann_Oyj_Abp+2020.json
Lindex,2020,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"https://about.lindex.com/sustainability/our-sustainability-promise/empower-women/, https://about.lindex.com/sustainability/with-people-planet-in-mind/living-wage/ Laureen van Breen[https://wikirate.org/Laureen_van_Breen].....2020-04-10 18:39:50 UTC says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. https://about.lindex.com/sustainability/our-sustainability-promise/empower-women/, https://about.lindex.com/sustainability/with-people-planet-in-mind/living-wage/ Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:35:31 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:31 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Lindex.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Lindex+2020.json
Otto Group,2020,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:35:53 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:25 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Otto_Group.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Otto_Group+2020.json
G-star RAW,2020,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:35:02 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:29 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+G_star_RAW.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+G_star_RAW+2020.json
SOK S Group,2020,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:36:06 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:22 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+SOK_S_Group.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+SOK_S_Group+2020.json
Asos,2020,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"https://www.asosplc.com/corporate-responsibility/ourproducts/ethical-trade-programme Laureen van Breen[https://wikirate.org/Laureen_van_Breen].....2020-04-10 18:39:22 UTC says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. https://www.asosplc.com/corporate-responsibility/ourproducts/ethical-trade-programme Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:34:22 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:29 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Asos.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Asos+2020.json
New Look Retail Group,2020,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"https://actonlivingwages.com/members/ Laureen van Breen[https://wikirate.org/Laureen_van_Breen].....2020-04-10 18:39:35 UTC says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. https://actonlivingwages.com/members/ Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:35:45 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:30 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+New_Look_Retail_Group.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+New_Look_Retail_Group+2020.json
Marimekko,2020,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:35:39 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:22 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Marimekko.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Marimekko+2020.json
Zalando SE,2020,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"https://actonlivingwages.com/ Laureen van Breen[https://wikirate.org/Laureen_van_Breen].....2020-04-10 18:40:16 UTC says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. https://actonlivingwages.com/ Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:36:46 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:32 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Zalando_SE.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Zalando_SE+2020.json
Tchibo GmbH,2020,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"https://Tchibo GmbH-nachhaltigkeit.de/servlet/content/1253142/-/home/consumer-goods-value-[http://GmbH-nachhaltigkeit.de/servlet/content/1253142/-/home/consumer-goods-value-][http://GmbH-nachhaltigkeit.de/servlet/content/1253142/-/home/consumer-goods-value-] chain/sustainable-development/global-challenges-initiatives-to-develop-system- solutions.html Laureen van Breen[https://wikirate.org/Laureen_van_Breen].....2020-04-10 18:39:40 UTC says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. https://tchibo-nachhaltigkeit.de/servlet/content/1253142/-/home/consumer-goods-value- chain/sustainable-development/global-challenges-initiatives-to-develop-system- solutions.html Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:36:20 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:31 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Tchibo_GmbH.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Tchibo_GmbH+2020.json
Geox SpA,2020,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:35:05 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:20 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Geox_SpA.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Geox_SpA+2020.json
Bestseller AS,2020,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:34:30 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:31 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Bestseller_AS.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Bestseller_AS+2020.json
Missguided Limited,2020,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:35:42 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:21 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Missguided_Limited.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Missguided_Limited+2020.json
Monsoon Accessorize Ltd,2020,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:35:43 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:21 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Monsoon_Accessorize_Ltd.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Monsoon_Accessorize_Ltd+2020.json
Reima,2020,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:36:05 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:22 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Reima.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Reima+2020.json
OLYMP Bezner KG,2020,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:35:52 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:28 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+OLYMP_Bezner_KG.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+OLYMP_Bezner_KG+2020.json
Hema,2020,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:35:10 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:26 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Hema.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Hema+2020.json
The Sting B.V.,2020,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:36:23 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:18 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+The_Sting_B_V.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+The_Sting_B_V+2020.json
We Europe BV,2020,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:36:42 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:19 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+We_Europe_BV.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+We_Europe_BV+2020.json
Wibra Supermarkt B.V.,2020,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:36:45 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:19 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Wibra_Supermarkt_B_V.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Wibra_Supermarkt_B_V+2020.json
Zeeman,2020,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"https://zeeman.turnpages.com/DS/public/slot00078/pdf/compleet.pdf p24 and 25 Laureen van Breen[https://wikirate.org/Laureen_van_Breen].....2020-04-10 18:39:16 UTC says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. https://zeeman.turnpages.com/DS/public/slot00078/pdf/compleet.pdf p24 and 25 Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:36:49 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:29 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Zeeman.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Zeeman+2020.json
LPP,2020,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:35:35 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:27 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+LPP.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+LPP+2020.json
Brands Fashion,2020,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"https://www.brands-fashion.com/news/2018-10-19-fairtrade-textilstandard/ Laureen van Breen[https://wikirate.org/Laureen_van_Breen].....2020-04-10 18:40:05 UTC says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. https://www.brands-fashion.com/news/2018-10-19-fairtrade-textilstandard/ Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:34:35 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:31 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Brands_Fashion.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Brands_Fashion+2020.json
S.Oliver,2020,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:36:07 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:26 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+S_Oliver.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+S_Oliver+2020.json
Arcadia Group,2020,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"YesNohttp://arcadiafashionfootprint.co.uk/ - page 11 Laureen van Breen[https://wikirate.org/Laureen_van_Breen].....2020-04-10 18:39:21 UTC says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. http://arcadiafashionfootprint.co.uk/ Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:34:18 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:29 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Arcadia_Group.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Arcadia_Group+2020.json
Decathlon Group,2020,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:34:47 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:20 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Decathlon_Group.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Decathlon_Group+2020.json
Pentland Brands Ltd,2020,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"Not public Laureen van Breen[https://wikirate.org/Laureen_van_Breen].....2020-04-10 18:39:38 UTC says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. Not public Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:35:59 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:30 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Pentland_Brands_Ltd.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Pentland_Brands_Ltd+2020.json
Bierbaum-Proenen GmbH & Co KG,2020,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:34:34 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:24 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Bierbaum_Proenen_GmbH_Co_KG.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Bierbaum_Proenen_GmbH_Co_KG+2020.json
Boohoo.com,2020,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:34:33 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:20 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Boohoo_com.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Boohoo_com+2020.json
Stanley and Stella SA,2020,Clean Clothes Campaign+Living Wage Action Plan,Yes,Source-000091807,"has published a time-bound, public action plan describing how it will achieve a living wage for workers in its supply chain. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:36:17 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:33 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Stanley_and_Stella_SA.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Stanley_and_Stella_SA+2020.json
Jack Wolfskin,2020,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:35:13 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:32 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Jack_Wolfskin.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Jack_Wolfskin+2020.json
LaDress,2020,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"https://www.ladress.com/on/demandware.static/-/Sites-ladress-Library/default/dwc32fcd5a/PDF/IMVO_beleid_LaDress_NL.pdf pp 12, 13 Laureen van Breen[https://wikirate.org/Laureen_van_Breen].....2020-04-10 18:40:22 UTC says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. https://www.ladress.com/on/demandware.static/-/Sites-ladress-Library/default/dwc32fcd5a/PDF/IMVO_beleid_LaDress_NL.pdf pp 12, 13 Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:35:26 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:32 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+LaDress.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+LaDress+2020.json
Schijvens,2020,Clean Clothes Campaign+Living Wage Action Plan,Partial,Source-000091807,"https://www.schijvens.nl/wp-content/uploads/2019/12/Plan-van-Aanpak-2019.pdf p13, 22, 23 Laureen van Breen[https://wikirate.org/Laureen_van_Breen].....2020-04-10 18:39:13 UTC says it is working on improving wages for workers across its supplier network. However, it does not meet all elements of a public, time-bound action plan. https://www.schijvens.nl/wp-content/uploads/2019/12/Plan-van-Aanpak-2019.pdf p13, 22, 23 Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:36:12 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:29 UTC",https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Schijvens.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Schijvens+2020.json
Mayerline,2020,Clean Clothes Campaign+Living Wage Action Plan,No,Source-000091807,has no public plan describing how to improve wages for workers across its supplier network. Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2020-06-04 07:35:41 UTC Clean Clothes Campaign[https://wikirate.org/Clean_Clothes_Campaign].....2022-02-01 10:02:25 UTC,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Mayerline.json,https://wikirate.org/Clean_Clothes_Campaign+Living_Wage_Action_Plan+Mayerline+2020.json
